dataset,gamma,log10_gamma,cost_mean,cost_std,ari_mean,ari_std
Heart Disease,2.848035868435802,0.4545454545454546,3264.334660628104,0.01220919812743937,0.3837432957971315,0.004022772934354584
Heart Disease,3.2745491628777286,0.5151515151515151,3521.486453988657,2.033691978340166e-13,0.40374517719777325,0.0
Heart Disease,3.7649358067924674,0.5757575757575757,3815.004245116409,4.547473508864641e-13,0.39534954316252896,0.0
Heart Disease,4.328761281083062,0.6363636363636367,4151.684731751897,0.0,0.39534377648160585,0.0
Heart Disease,4.9770235643321135,0.6969696969696972,4538.041678471214,0.00602092508413454,0.3903621564175826,0.004067475749755971
Heart Disease,5.72236765935022,0.7575757575757578,4981.384712118379,0.0,0.39534377648160585,0.0
Heart Disease,6.5793322465756825,0.8181818181818183,5490.249059003597,4.067383956680332e-13,0.37881977037330966,0.0
Heart Disease,7.56463327554629,0.8787878787878789,6072.0138553122115,0.0,0.38703485326563786,0.0
Heart Disease,8.697490026177835,0.9393939393939394,6738.187072060961,7.044915666860865e-13,0.37881977037330966,0.0
Heart Disease,10.0,1.0,7503.406834597122,0.0,0.37068561885694784,0.0
Heart Disease,11.497569953977356,1.0606060606060606,8382.480397581832,8.134767913360664e-13,0.37068561885694784,0.0
Heart Disease,13.219411484660288,1.121212121212121,9393.201376092722,0.0,0.37068561885694784,0.0
Heart Disease,15.199110829529332,1.1818181818181817,10555.28489153085,0.0,0.37068561885694784,0.0
Heart Disease,17.47528400007683,1.2424242424242422,11891.398542642226,8.134767913360664e-13,0.37068561885694784,0.0
Heart Disease,20.09233002565046,1.3030303030303028,13427.604559653952,1.8189894035458565e-12,0.37068561885694784,0.0
Heart Disease,23.10129700083158,1.3636363636363633,15193.868174085252,0.0,0.37068561885694784,0.0
Heart Disease,26.560877829466893,1.4242424242424248,17224.6421204942,0.0,0.37068561885694784,0.0
Heart Disease,30.538555088334185,1.4848484848484853,19559.538671449307,0.0,0.37068561885694784,0.0
Heart Disease,35.111917342151344,1.5454545454545459,22244.102314439973,0.0,0.37068561885694784,0.0
Heart Disease,40.37017258596558,1.6060606060606064,25330.698142558944,0.0,0.37068561885694784,0.0
